ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,ILID,Synergist
58412,Lever Lateral Raise,Strength,Shoulders,Leverage machine,Male,Deltoid Lateral,0424,"Deltoid Anterior, Serratus Anterior"
58512,Lever Leg Extension,Strength,Thighs,Leverage machine,Male,Quadriceps,0425,
58612,Lever Lying Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,0426,"Gastrocnemius, Soleus"
58712,Lever Military Press (plate loaded),Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,0427,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
58812,Lever Neutral Grip Seated Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0428,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
59012,Lever One Arm Shoulder Press (plate loaded),Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,0429,"Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
59212,Lever Preacher Curl,Strength,Upper Arms,Leverage machine,Male,Brachialis,0430,"Biceps Brachii, Brachioradialis"
59312,Lever Reverse Hyperextension (plate loaded),Strength,Hips,Leverage machine,Male,Gluteus Maximus,0431,Hamstrings
59412,Lever Seated Calf Raise (plate loaded),Strength,Calves,Leverage machine,Male,Soleus,0432,Gastrocnemius
59512,Lever Seated Crunch (chest pad),Strength,Waist,Leverage machine,Male,Rectus Abdominis,0433,Obliques
59612,Lever Seated Fly,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,0434,"Biceps Brachii, Pectoralis Major Clavicular Head, Serratus Anterior"
59712,Lever Seated Hip Abduction,Strength,Hips,Leverage machine,Male,"Gluteus Maximus, Gluteus Medius",0435,Tensor Fasciae Latae
59812,Lever Seated Hip Adduction,Strength,Hips,Leverage machine,Male,"Adductor Longus, Adductor Magnus",0436,"Adductor Brevis, Gracilis"
59912,Lever Seated Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,0437,"Gastrocnemius, Sartorius"
60012,Lever Seated Leg Raise Crunch (plate loaded),Strength,Waist,Leverage machine,Male,Rectus Abdominis,0438,Obliques
60112,Lever Seated Reverse Fly (parallel grip),Strength,Shoulders,Leverage machine,Male,Deltoid Posterior ,0439,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
60212,Lever Seated Reverse Fly,Strength,Shoulders,Leverage machine,Male,Deltoid Posterior ,0440,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
60412,Lever Shrug (plate loaded),Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,0441,"Levator Scapulae, Trapezius Middle Fibers"
60512,Lever Standing Calf Raise,Strength,Calves,Leverage machine,Male,Gastrocnemius,0442,Soleus
60612,Lever T-bar Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0443,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
60712,Lever Triceps Extension,Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,0444,
61212,Lunge (female),Strength,"Hips, Thighs",Body weight,Female,"Gluteus Maximus, Quadriceps",0445,"Adductor Magnus, Soleus"
61312,Lying (side) Quadriceps Stretch,Stretching,Thighs,Body weight,Male,Quadriceps,0446,
61412,Lying Alternate Hip Extension,Strength,Hips,Body weight,Female,Gluteus Maximus,0447,Hamstrings
61512,Lying Crossover Stretch (female),Stretching,Hips,Body weight,Female,Obliques,0448,
61812,Lying Hip Lift (on stability ball),Strength,Hips,Stability ball,Female,Gluteus Maximus,0449,Hamstrings
61912,Lying Hip Straight Leg Raise (female),Strength,Hips,Body weight,Female,Iliopsoas,0450,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
62012,Lying Leg Raise Flat Bench,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",0451,"Adductor Brevis, Adductor Longus, Gluteus Maximus, Pectineous, Quadriceps, Sartorius"
62112,Lying Scissor Crunch (female),Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis",0452,"Obliques, Quadriceps, Tensor Fasciae Latae"
62212,Lying Scissor Kick (female),Strength,Hips,Body weight,Female,Iliopsoas,0453,"Adductor Brevis, Adductor Longus, Adductor Magnus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
62512,Medicine Ball Sit-up (wall),Strength,Waist,Medicine Ball,Female,"Iliopsoas, Rectus Abdominis",0454,"Adductor Brevis, Adductor Longus, Deltoid Posterior, Obliques, Pectineous, Quadriceps, Sartorius, Teres Major"
62612,Middle Back Stretch,Stretching,Waist,Body weight,Female,Obliques,0455,Iliopsoas
62912,Mountain Climber Lunge (female),Aerobic,Plyometrics,Body weight,Female,,0456,
63012,Mountain Climber,Aerobic,Cardio,Body weight,Male,,0457,
63112,Muscle-up,Strength,Back,Body weight,Male,Latissimus Dorsi,0458,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Obliques, Rectus Abdominis, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
63512,Oblique Crunches Floor,Strength,Waist,Body weight,Male,Obliques,0459,Rectus Abdominis
63612,Olympic Barbell Hammer Curl,Strength,Forearms,Olympic barbell,Male,Brachioradialis,0460,"Biceps Brachii, Brachialis"
63712,Olympic Barbell Triceps Extension,Strength,Upper Arms,Olympic barbell,Male,Triceps Brachii,0461,
64112,Otis-Up,Strength,Waist,Weighted,Male,"Iliopsoas, Rectus Abdominis",0462,"Obliques, Pectineous, Sartorius"
64312,Overhead Triceps Stretch,Stretching,Upper Arms,Body weight,Male,Triceps Brachii,0463,
64412,Place Jog (female),Aerobic,Cardio,Body weight,Female,,0464,
64612,Plyo Side Lunge Stretch (female),Stretching,Hips,Body weight,Female,"Adductor Longus, Gluteus Maximus, Quadriceps",0465,"Adductor Magnus, Soleus"
64712,Plyo Sit Squat (wall),Strength,Thighs,Body weight,Male,"Gastrocnemius, Quadriceps, Soleus",0466,Adductor Magnus
64812,Power Clean,Strength,Thighs,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus, Triceps Brachii",0467,
65012,Pull-In (on stability ball),Strength,Waist,Stability ball,Male,"Iliopsoas, Rectus Abdominis",0468,"Obliques, Pectineous, Sartorius, Tensor Fasciae Latae"
65112,Pull-up (wide grip),Strength,Back,Body weight,Male,Latissimus Dorsi,0469,"Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers"
65212,Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,0470,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
65312,Push-up (bosu ball),Strength,Chest,Bosu ball,Male,Pectoralis Major Sternal Head,0471,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
65812,Push-up (wall),Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,0472,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
66212,Push-up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,0473,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
66312,Push-Up Medicine Ball,Strength,Chest,Medicine Ball,Male,Pectoralis Major Sternal Head,0474,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
66412,Push-up to Side Plank,Strength,Chest,Body weight,Male,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0475,"Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Iliopsoas, Pectineous, Rectus Abdominis, Tensor Fasciae Latae"
66512,Push-up (female),Strength,Chest,Body weight,Female,Pectoralis Major Sternal Head,0476,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
66712,Raise Single Leg Push up (female),Strength,Chest,Body weight,Female,Pectoralis Major Sternal Head,0477,"Deltoid Anterior, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Triceps Brachii"
66812,Rear Decline Bridge,Strength,Waist,Body weight,Male,Gluteus Maximus,0478,"Hamstrings, Quadriceps"
66912,Rear Deltoid Stretch,Stretching,Shoulders,Body weight,Male,Deltoid Posterior ,0479,
67112,Reverse Crunch (female),Strength,Waist,Body weight,Female,Rectus Abdominis,0480,Obliques
67212,Reverse Dip,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0481,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
67312,Lever reverse-grip lat pulldown,Strength,Back,Leverage machine,Male,Latissimus Dorsi,0482,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
67412,Reverse grip Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,0483,"Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major"
67612,Reverse Lunge (leg kick) (female),Strength,"Hips, Thighs",Body weight,Female,"Gluteus Maximus, Quadriceps",0484,"Adductor Magnus, Hamstrings"
67712,Ring Dip,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0485,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
67812,Rocky Pull-up Pulldown,Strength,Back,Body weight,Male,Latissimus Dorsi,0486,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
67912,Rolling Bridge (female),Strength,Waist,Body weight,Female,"Obliques, Rectus Abdominis",0487,"Adductor Brevis, Adductor Longus, Deltoid Anterior, Gluteus Maximus, Iliopsoas, Pectineous, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Sartorius"
68212,Rotate Push-up (female),Strength,Waist,Body weight,Female,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0488,"Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Iliopsoas, Triceps Brachii"
68412,Run (equipment),Aerobic,Cardio,Leverage machine,Male,,0489,
68512,Run,Aerobic,Cardio,Body weight,Male,,0490,
68612,Russian Twist (on stability ball arms straight),Strength,Waist,Stability ball,Female,Obliques,0491,Iliopsoas
68712,Russian Twist,Strength,Waist,Body weight,Male,Obliques,0492,Iliopsoas
68812,Scapular Pull-up,Strength,Back,Body weight,Male,"Trapezius Lower Fibers, Trapezius Middle Fibers",0493,Latissimus Dorsi
68912,Seated Leg Raise,Strength,Waist,Body weight,Male,Rectus Abdominis,0494,"Iliopsoas, Obliques"
69012,Seated Lower Back Stretch,Stretching,Back,Body weight,Male,Latissimus Dorsi,0495,
69112,Seated Side Crunch (Wall),Strength,"Thighs, Waist",Body weight,Male,"Obliques, Quadriceps",0496,"Adductor Magnus, Soleus"
69212,Seated Single Leg Hamstring Stretch (female),Stretching,Thighs,Body weight,Female,Hamstrings,0497,
69312,Seated Straight Leg Calf Stretch (female),Stretching,Calves,Body weight,Female,Gastrocnemius,0498,"Hamstrings, Soleus"
69412,Seated Twist (on stability ball),Strength,Waist,Stability ball,Female,Obliques,0499,Iliopsoas
69512,Seated Twist (straight arm),Strength,Waist,Body weight,Female,Obliques,0500,Rectus Abdominis
69912,Shoulder Tap Push-up,Aerobic,Plyometrics,Body weight,Male,,0501,
70012,Side Bend (on stability ball),Strength,Waist,Stability ball,Female,Obliques,0502,Iliopsoas
70112,Side Bridge (bent knee) (female),Strength,Thighs,Body weight,Female,,0503,
70312,Side Bridge Hip Abduction (star) (female),Strength,Hips,Body weight,Female,"Obliques, Tensor Fasciae Latae",0504,
70412,Side Bridge Hip Abduction (female),Strength,Hips,Body weight,Female,"Gluteus Medius, Tensor Fasciae Latae",0505,"Iliopsoas, Obliques"
70612,Side Bridge,Strength,Waist,Body weight,Female,Obliques,0506,"Adductor Brevis, Adductor Longus, Gluteus Medius, Gracilis, Iliopsoas, Levator Scapulae, Pectineous, Serratus Anterior, Tensor Fasciae Latae"
70712,Side Crunch (version 2),Strength,Waist,Body weight,Female,Obliques,0507,Rectus Abdominis
70812,Side Crunch,Strength,Waist,Body weight,Female,Obliques,0508,Rectus Abdominis
70912,Side Hip (on parallel bars),Strength,Waist,Body weight,Male,Obliques,0509,
71012,Side Hip Abduction,Strength,Hips,Body weight,Male,Gluteus Medius,0510,
71112,Side Lunge Stretch (female),Stretching,"Hips, Thighs",Body weight,Female,"Gluteus Maximus, Quadriceps",0511,"Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
71312,Side Neck Stretch,Stretching,Neck,Body weight,Male,Sternocleidomastoid,0512,"Levator Scapulae, Trapezius Upper Fibers"
71412,Riding Outdoor Bicycle (female),Strength,Plyometrics,Body weight,Female,,0513,
71512,Side Plank (male),Strength,Waist,Body weight,Male,Obliques,0514,
71612,Side Push Neck Stretch,Stretching,Neck,Body weight,Male,Levator Scapulae,0515,
71712,Side Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0516,
72112,Side Wrist Pull Stretch,Stretching,Forearms,Body weight,Male,Wrist Extensors,0517,
72412,Sideways Lifts Vertical Turn (straight legs),Strength,Waist,Body weight,Female,Obliques,0518,Rectus Abdominis
72512,Single Arm Push-up,Strength,Chest,Body weight,Male,"Pectoralis Major Sternal Head, Triceps Brachii",0519,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head"
72612,Single Leg Bridge (female),Strength,Waist,Body weight,Female,"Gluteus Maximus, Rectus Abdominis",0520,"Deltoid Anterior, Hamstrings, Obliques, Serratus Anterior, Tensor Fasciae Latae"
72812,Single Leg Extension (on stability ball) (female),Strength,Thighs,Stability ball,Female,Hamstrings,0521,"Gastrocnemius, Sartorius"
73212,Single Leg Squat (pistol) (female),Strength,Hips,Body weight,Female,"Gluteus Maximus, Quadriceps",0522,"Adductor Magnus, Soleus"
73412,Sit (wall),Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps",0523,"Adductor Magnus, Soleus"
73612,Sit-Up,Strength,Waist,Body weight,Female,Rectus Abdominis,0524,"Iliopsoas, Obliques"
73812,Sled 45 Calf Press,Strength,Calves,Sled machine,Male,Gastrocnemius,0525,Soleus
73912,Sled 45┬░ Leg Press,Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps",0526,"Adductor Magnus, Soleus"
74012,Sled 45 Leg Wide Press,Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps",0527,"Adductor Magnus, Soleus, Tensor Fasciae Latae"
74312,Sled Hack Squat,Strength,"Hips, Thighs",Sled machine,Male,"Gluteus Maximus, Quadriceps",0528,"Adductor Magnus, Soleus"
74412,Sled Lying Squat,Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps",0529,"Adductor Magnus, Soleus"
74512,Slopes Towards Stretch (female),Stretching,Back,Body weight,Female,Latissimus Dorsi,0530,
74612,Smith Back Shrug,Strength,Back,Smith machine,Male,Trapezius Upper Fibers ,0531,"Levator Scapulae, Trapezius Middle Fibers"
74712,Smith Behind Neck Press,Strength,Shoulders,Smith machine,Male,Deltoid Anterior,0532,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
74812,Smith Bench Press,Strength,Chest,Smith machine,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0533,"Deltoid Anterior, Triceps Brachii"
74912,Smith Bent Knee Good morning,Strength,Hips,Smith machine,Male,"Erector Spinae, Gluteus Maximus",0534,Hamstrings
75012,Smith Chair Squat,Strength,Thighs,Smith machine,Male,"Quadriceps, Soleus",0535,"Adductor Magnus, Gluteus Maximus"
75112,Smith Close Grip Bench Press,Strength,Upper Arms,Smith machine,Male,Triceps Brachii,0536,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
75212,Smith Deadlift,Strength,Hips,Smith machine,Male,"Erector Spinae, Gluteus Maximus",0537,"Adductor Magnus, Hamstrings, Quadriceps, Soleus"
75312,Smith Decline Bench Press,Strength,Chest,Smith machine,Male,Pectoralis Major Sternal Head,0538,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
75512,Smith Hack Squat,Strength,Hips,Smith machine,Male,,0539,
75612,Smith Hip Raise,Strength,Waist,Smith machine,Male,Rectus Abdominis,0540,Obliques
75712,Smith Incline Bench Press,Strength,Chest,Smith machine,Male,Pectoralis Major Clavicular Head,0541,"Deltoid Anterior, Triceps Brachii"
76012,Smith Leg Press,Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps",0542,"Adductor Magnus, Soleus"
76112,Smith Narrow Row,Strength,Back,Smith machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0543,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
76212,Smith Bent Over Row (VERSION 2),Strength,Back,Smith machine,Male,Deltoid Posterior ,0544,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
76512,Smith Seated Shoulder Press,Strength,Shoulders,Smith machine,Male,Deltoid Anterior,0545,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
76612,Smith Shoulder Press,Strength,Shoulders,Smith machine,Male,Deltoid Anterior,0546,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
76712,Smith Shrug,Strength,Back,Smith machine,Male,Trapezius Upper Fibers ,0547,"Levator Scapulae, Trapezius Middle Fibers"
76812,Smith Single Leg Split Squat,Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps",0548,"Adductor Magnus, Soleus"
76912,Smith Split Squat,Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps",0549,"Adductor Magnus, Soleus"
77012,Smith Squat,Strength,Hips,Smith machine,Male,"Gluteus Maximus, Quadriceps",0550,"Adductor Magnus, Soleus"
77412,Smith Standing Military Press,Strength,Shoulders,Smith machine,Male,Deltoid Anterior,0551,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
77512,Smith Upright Row,Strength,Shoulders,Smith machine,Male,Deltoid Lateral,0552,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
77612,Barbell Snatch Pull,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus",0553,
77712,Spell Caster,Strength,Waist,Dumbbell,Male,"Obliques, Rectus Abdominis",0554,"Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Serratus Anterior, Teres Major"
77812,Spider Crawl Push-up,Strength,Hips,Body weight,Male,"Gluteus Medius, Rectus Abdominis",0555,"Deltoid Anterior, Gluteus Maximus, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Tensor Fasciae Latae, Triceps Brachii"
77912,Spinal Stretch (on stability ball),Stretching,Waist,Stability ball,Female,Obliques,0556,Rectus Abdominis
78112,Split Squat (female),Strength,Hips,Body weight,Female,"Gluteus Maximus, Quadriceps",0557,"Adductor Magnus, Soleus"
78712,Squat (female),Strength,Thighs,Body weight,Female,"Gluteus Maximus, Quadriceps",0558,"Adductor Magnus, Soleus"
78812,Standing Behind Neck Press,Strength,Shoulders,Barbell,Male,Deltoid Anterior,0559,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
78912,Standing Hamstring Stretch (female),Stretching,Thighs,Body weight,Female,"Erector Spinae, Hamstrings",0560,
79112,Standing Hip Abduction (female),Strength,Hips,Body weight,Female,"Gluteus Medius, Tensor Fasciae Latae",0561,
79212,Standing Hip Extension (bent knee),Strength,Hips,Body weight,Female,Gluteus Maximus,0562,Hamstrings
79412,Standing Lateral Stretch,Stretching,Back,Body weight,Male,Latissimus Dorsi,0563,
79512,Standing Single Leg Curl,Strength,Thighs,Body weight,Male,Hamstrings,0564,Gastrocnemius
79612,Standing Wheel Rollout,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",0565,"Deltoid Posterior, Latissimus Dorsi, Pectoralis Major Sternal Head, Tensor Fasciae Latae, Teres Major"
79812,Stationary Bike Walk,Aerobic,Cardio,Leverage machine,Male,,0566,
80112,Step-up (female),Strength,Hips,Body weight,Female,"Gluteus Maximus, Quadriceps",0567,"Adductor Magnus, Gastrocnemius, Soleus"
80212,Sumo Squat,Strength,"Hips, Thighs",Body weight,Female,"Gluteus Maximus, Quadriceps",0568,"Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
80312,Superman Push-up,Strength,Chest,Body weight,Male,"Pectoralis Major Sternal Head, Rectus Abdominis",0569,"Latissimus Dorsi, Pectoralis Major Clavicular Head, Quadriceps, Tensor Fasciae Latae"
80412,Superman (female),Strength,Waist,Body weight,Female,Erector Spinae,0570,"Gluteus Maximus, Hamstrings"
80512,Suspended Abdominal Fallout,Strength,Waist,Suspension,Male,Rectus Abdominis,0571,"Deltoid Anterior, Latissimus Dorsi, Obliques, Pectoralis Major Clavicular Head, Serratus Anterior"
80612,Suspended Push-up,Strength,Chest,Suspension,Male,Pectoralis Major Sternal Head,0572,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
80712,Suspender Reverse Crunch,Strength,Waist,Suspension,Male,Rectus Abdominis,0573,"Iliopsoas, Obliques, Tensor Fasciae Latae"
80812,Suspended Row,Strength,Back,Suspension,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers ",0574,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
80912,Suspended Split Squat,Strength,Thighs,Suspension,Male,"Gluteus Maximus, Quadriceps",0575,"Adductor Magnus, Soleus"
81112,Trap-Bar Deadlift,Strength,Thighs,Trap bar,Male,"Gluteus Maximus, Quadriceps",0576,"Adductor Magnus, Soleus"
81212,Triceps Dip (bench leg),Strength,Upper Arms,Body weight,Male,Triceps Brachii,0577,"Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
81412,Triceps Dip,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0578,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
81512,Triceps Dips Floor,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0579,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
81612,Triceps Press,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0580,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
81812,Cable Twin Handle Parallel Grip Lat Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,0581,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
82112,Twist Sit-up,Strength,Waist,Body weight,Female,"Iliopsoas, Obliques, Rectus Abdominis",0582,
82212,Twist Squat (female),Strength,"Thighs, Waist",Body weight,Female,"Gluteus Maximus, Obliques, Quadriceps",0583,"Adductor Magnus, Soleus"
82312,Twisting Crunch (arms straight),Strength,Waist,Body weight,Female,"Obliques, Rectus Abdominis",0584,
82512,V-up (female),Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis",0585,"Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
82612,Vertical Leg Raise (on parallel bars),Strength,Hips,Body weight,Male,Iliopsoas,0586,"Adductor Brevis, Adductor Longus, Pectineous, Sartorius, Tensor Fasciae Latae"
83412,Weighted Front Raise,Strength,Shoulders,Weighted,Male,Deltoid Anterior,0587,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
83512,Weighted Hyperextension (on stability ball),Strength,Waist,Weighted,Male,,0588,
83612,Weighted Leg Extension Crunch,Strength,Waist,Stability ball,Female,Rectus Abdominis,0589,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae"
83812,Weighted Lying Side Lifting Head (with head harness),Strength,Neck,Weighted,Male,Sternocleidomastoid,0590,"Levator Scapulae, Trapezius Upper Fibers"
83912,Weighted Lying Twist,Strength,Waist,Weighted,Female,Obliques,0591,
84012,Weighted Overhead Crunch (on stability ball),Strength,Waist,Weighted,Male,Rectus Abdominis,0592,Obliques
84112,Weighted Pull-up,Strength,Back,Weighted,Male,Latissimus Dorsi,0593,"Biceps Brachii, Brachialis, Brachioradialis, Infraspinatus, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
84412,Weighted Round Arm,Strength,Shoulders,Weighted,Male,Deltoid Anterior,0594,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
84512,Weighted Russian Twist (legs up),Strength,Waist,Weighted,Male,Obliques,0595,"Iliopsoas, Quadriceps, Rectus Abdominis"
84812,Weighted Seated Neck Extension (with head harness),Strength,Neck,Weighted,Male,Splenius,0596,"Levator Scapulae, Sternocleidomastoid, Trapezius Upper Fibers"
85012,Weighted Side Bend (on stability ball),Strength,Waist,Weighted,Male,Obliques,0597,
85112,Weighted Sissy Squat,Strength,Thighs,Weighted,Male,Quadriceps,0598,
85312,Weighted Standing Curl,Strength,Upper Arms,Weighted,Male,Brachioradialis,0599,"Biceps Brachii, Brachialis"
85512,Weighted Standing Twist,Strength,Waist,Weighted,Female,Obliques,0600,Iliopsoas
85612,Weighted Svend Press,Strength,Chest,Weighted,Male,Pectoralis Major Sternal Head,0601,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
85712,Wheel Rollout,Strength,Hips,Wheel roller,Male,Iliopsoas,0602,"Adductor Brevis, Adductor Longus, Deltoid Posterior, Latissimus Dorsi, Pectineous, Pectoralis Major Sternal Head, Sartorius, Teres Major"
85912,Wrist Roller,Strength,Forearms,Body weight,Male,"Wrist Extensors, Wrist Flexors",0603,
86012,Cable kickback,Strength,Upper Arms,Cable,Male,Triceps Brachii,0604,
86112,Cable seated row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0605,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
86212,Cable twist (up-down),Strength,Waist,Cable,Male,Obliques,0606,"Adductor Longus, Gluteus Medius, Iliopsoas, Tensor Fasciae Latae"
86412,Dumbbell Upright Shoulder External Rotation,Strength,Back,Dumbbell,Male,"Teres Major, Teres Minor ",0607,
86512,Lying leg hip raise,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",0608,"Adductor Brevis, Adductor Longus, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae"
