ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,video_url
292012,Single Leg Bodyweight Deadlift with Arm and Leg Extended (female),Strength,Hips,Body weight,Female,Gluteus Maximus,"Adductor Magnus, Deltoid Anterior, Hamstrings, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Soleus",https://gymvisual.com/modules/productmedia/uploads/29201201singlelegbodyweightdeadliftwitharmandlegexview.mp4
292112,Pike Push-up,Strength,Chest,Body weight,Male,Deltoid Anterior,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/3ae6c2e2df03a98a5e4f5cf871d391b9.mp4
292312,Pulse Row (female),Strength,Back,Body weight,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior",https://gymvisual.com/modules/productmedia/uploads/85b5989fc62f7a4b8ee757a5fc9ce0e4.mp4
292512,Dumbbell Single Leg Step-Up,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/eaa7e02fcf388ffee8d66007fe947710.mp4
292612,X Band Side Walk,Strength,Hips,Band,Male,,,https://gymvisual.com/modules/productmedia/uploads/29261201xbandsidewalkhipsview.mp4
292712,Kettlebell Kneeling One Arm Bottoms-up Press,Strength,Shoulders,Kettlebell,Male,,,https://gymvisual.com/modules/productmedia/uploads/29271201kettlebellkneelingonearmbottomsuppressshoulview.mp4
292812,Barbell Overhead Shrug,Strength,Back,Barbell,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/29281201barbelloverheadshrugbackview.mp4
293412,Kettlebell Half Kneeling Shoulder Press,Strength,Shoulders,Kettlebell,Male,,,https://gymvisual.com/modules/productmedia/uploads/29341201kettlebellhalfkneelingshoulderpressshouldersview.mp4
293712,Stability Ball Rounded Rollout (female),Strength,Waist,Stability ball,Female,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Pectineous, Pectoralis Major Sternal Head, Sartorius, Tensor Fasciae Latae, Teres Major",https://gymvisual.com/modules/productmedia/uploads/392431334559c6e6bdd3fca03fb1f1b9.mp4
293912,Kettlebell Around Head Rotation,Strength,Back,Kettlebell,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ","Infraspinatus, Pectoralis Major Clavicular Head, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers",https://gymvisual.com/modules/productmedia/uploads/60104a1c4392f22f55fcad070e848e02.mp4
294212,Kettlebell Angled Press,Strength,Back,Kettlebell,Male,"Deltoid Anterior, Serratus Anterior, Trapezius Upper Fibers ","Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/e5db006472386fdf147564373eec58a7.mp4
294312,Resistance Band Spider Crawls,Strength,Back,Resistance Band,Male,,,https://gymvisual.com/modules/productmedia/uploads/29431201resistancebandspidercrawlsbackview.mp4
294412,Seal Push-up,Strength,Back,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/29441201sealpushupbackview.mp4
294512,Scapular Slide Back to Wall,Strength,Back,Body weight,Male,"Serratus Anterior, Trapezius Upper Fibers ",Deltoid Posterior,https://gymvisual.com/modules/productmedia/uploads/e7e80adc77fb4e3c1b3e6d6f373b91e9.mp4
294812,Roll Pec Foam Rolling,Stretching,Chest,Rope,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,https://gymvisual.com/modules/productmedia/uploads/29481201rollpecfoamrollingchestview.mp4
294912,Roll Lat Foam Rolling,Stretching,Back,Body weight,Male,Latissimus Dorsi,,https://gymvisual.com/modules/productmedia/uploads/29491201rolllatfoamrollingbackview.mp4
295012,Lever Belt Squat,Strength,Thighs,Leverage machine,Male,,,https://gymvisual.com/modules/productmedia/uploads/5d06753131f1beb89f27cc4913f06f77.mp4
295112,Lever Horizontal Leg Press,Strength,Thighs,Leverage machine,Male,,,https://gymvisual.com/modules/productmedia/uploads/29511201leverhorizontallegpressthighsview.mp4
295312,Cable Standing Reverse-Grip Curl (Straight bar) (female),Strength,Forearms,Cable,Female,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/24b92318694c8087b1b6b6e90e3f512f.mp4
295512,Dumbbell Goblet Split Squat Front Foot Elevanted (female),Strength,Thighs,Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/a1140ffc8e258bc66bb65749163755f1.mp4
295612,Dumbbell Goblet Split Squat Front Foot Elevanted,Strength,Thighs,Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/72803a5e6b9ff09c3c9385193ae18d58.mp4
295812,Dumbbell Split Squat Front Foot Elevanted (female),Strength,Thighs,Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/29581201dumbbellsplitsquatfrontfootelevantedfemaleview.mp4
295912,Dumbbell Split Squat (female),Strength,Thighs,Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/29591201dumbbellsplitsquatfemalethighsview.mp4
296012,Dumbbell Split Squat,Strength,"Hips, Thighs",Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/867398be10cb2d7f6a2358b2a3e29cbc.mp4
296112,Plank Push-Up Row,Strength,"Back, Chest",Body weight,Male,"Infraspinatus, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Deltoid Posterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/a9f43773d357f5ad6a5fbc1317dfe12f.mp4
296212,Lever Seated Hammer Grip Shoulder Press,Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/6f92e504d9a1f97fe8e3059ee99a888a.mp4
