ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,video_url
39112,Dumbbell Seated Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",
39212,Dumbbell Seated Front Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/1c6c3561b421ae1e8f4850e988b87163.mp4
39412,Dumbbell Seated Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,
39512,Dumbbell Seated Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/03951201dumbbellseatedlateralraiseshouldersview.mp4
39612,Dumbbell Seated Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/e8e1a36350e9e3ccd9a049be6c28d5c4.mp4
39712,Dumbbell Seated Neutral Wrist Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,,https://gymvisual.com/modules/productmedia/uploads/47bd2f7cc84936deb90deea84759bed1.mp4
40212,Dumbbell Seated Preacher Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/355f60df2473055c7a87ab99ef4084e0.mp4
40312,Dumbbell Seated Revers grip Concentration Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/04031201dumbbellseatedreversgripconcentrationcurlforview.mp4
40412,Dumbbell Seated Shoulder Press (parallel grip),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/04041201dumbbellseatedshoulderpressparallelgripshoview.mp4
40512,Dumbbell Seated Shoulder Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/599d12ac0453d9de19a24efc93ddc2ad.mp4
40612,Dumbbell Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers,https://gymvisual.com/modules/productmedia/uploads/04061201dumbbellshrugbackfixview.mp4
40712,Dumbbell Side Bend,Strength,Waist,Dumbbell,Male,Obliques,,https://gymvisual.com/modules/productmedia/uploads/31b48723e5d96ea5a2cdaecc10c4b8e2.mp4
40812,Dumbbell Side Lying One Hand Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Posterior, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",
40912,Dumbbell Single Leg Calf Raise,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/5ea46e660cf1c451ef5125623a51ed33.mp4
41012,Dumbbell Single Leg Split Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/87583b36af136a7e63360c35d7e8e8af.mp4
41112,Dumbbell Single Leg Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/86d0aef597572f506695257f62708b76.mp4
41312,Dumbbell Squat,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/04131201dumbbellsquathipsview.mp4
41412,Dumbbell Standing Alternate Overhead Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/04141201dumbbellstandingalternateoverheadpressshouldeview.mp4
41512,Dumbbell Standing Alternate Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/af4a3f4d99f1e7fb84bad54f25493d16.mp4
41612,Dumbbell Standing Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/c442cf11bda00c3e585c17b053560f5b.mp4
41712,Dumbbell Standing Calf Raise,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/04171201dumbbellstandingcalfraisecalvesfixview.mp4
41812,Dumbbell Standing Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/04181201dumbbellstandingconcentrationcurlupperarmsfiview.mp4
41912,Dumbbell Standing Front Raise Above Head,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/04191205preview.mp4
42012,Dumbbell Standing Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/bf5010c8ef3cfcb0fbc0ee88a591e7e5.mp4
42112,Dumbbell Standing One Arm Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/04211201dumbbellstandingonearmconcentrationcurlupperview.mp4
42212,Dumbbell Standing One Arm Curl (over incline bench),Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/22b5079295c4644bc0dfcd4b59d716ce.mp4
42312,Dumbbell Standing One Arm Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/6d239c74da8a82e245bbde5fd25cd262.mp4
42612,Dumbbell Standing Overhead Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",
42712,Dumbbell Standing Palms In Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/04271201dumbbellstandingpalmsinpressshouldersview.mp4
42812,Dumbbell Standing Preacher Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/d32fe979d047dcdd74975a9295dc97b9.mp4
42912,Dumbbell Standing Reverse Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/2edd5956da4b234c7f5f69bcbdff17b1.mp4
43012,Dumbbell Standing Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,
43112,Dumbbell Step up,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus",https://gymvisual.com/modules/productmedia/uploads/fd818f3dc4b29d30b6844a42b6266b21.mp4
43212,Dumbbell Stiff Leg Deadlift,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",Hamstrings,https://gymvisual.com/modules/productmedia/uploads/f1ca2d6d2edd65aad9d7e146c062ba89.mp4
43312,Dumbbell Straight Arm Pullover,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/92bd404f40d026c9f27f9f09c15f4cb0.mp4
43412,Dumbbell Straight Leg Deadlift,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",Hamstrings,https://gymvisual.com/modules/productmedia/uploads/b9bb76e979339393675bcdd0921ba43c.mp4
43612,Dumbbell Tate Press,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,Deltoid Anterior,https://gymvisual.com/modules/productmedia/uploads/72b99d6f07eba4df01c0262a5966dafe.mp4
43712,Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/a00cd5f0809eccdd49996d6446386490.mp4
43912,Dumbbell Zottman Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/4dc2dbc6dff6cf9a024caee98c137efa.mp4
44012,Dynamic Back Stretch (female),Stretching,Back,Body weight,Female,Latissimus Dorsi,,https://gymvisual.com/modules/productmedia/uploads/2ed2c96df2e08f6860761346c0722435.mp4
44112,Dynamic Chest Stretch (female),Stretching,Chest,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,https://gymvisual.com/modules/productmedia/uploads/bad7af260b9001bdfcd4823390ecad89.mp4
44312,Elbow To Knee (male),Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis","Gluteus Maximus, Iliopsoas, Quadriceps",https://gymvisual.com/modules/productmedia/uploads/04431201elbowtokneemalewaistview.mp4
44412,Elbows Back Stretch (female),Stretching,"Back, Chest",Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,https://gymvisual.com/modules/productmedia/uploads/8e0a45e1c01fc29d93ed79073176d9d0.mp4
44512,EZ-Barbell Anti-Gravity Press,Strength,Shoulders,EZ Barbell,Male,"Deltoid Anterior, Deltoid Posterior ","Brachialis, Brachioradialis, Deltoid Lateral, Pectoralis Major Clavicular Head",https://gymvisual.com/modules/productmedia/uploads/675aea83627c6150012d968968b1a9db.mp4
44612,EZ Barbell Close grip Curl,Strength,Upper Arms,EZ Barbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/04461201ezbarbellclosegripcurlupperarmsview.mp4
44712,EZ Barbell Curl,Strength,Upper Arms,EZ Barbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/df16bd1bda784ecf511c0bb954f6bd2f.mp4
44912,EZ Barbell Incline Triceps Extension,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/99455e2b341c5a6ff756b73a315b7e0f.mp4
45012,EZ Barbell JM Bench Press,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/04501201ezbarbelljmbenchpressupperarmsview.mp4
45112,EZ-Barbell Reverse-Grip Curl,Strength,Forearms,EZ Barbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/b81184986b9fb140ad37b13a7468cca9.mp4
45212,EZ Barbell Reverse grip Preacher Curl,Strength,Forearms,EZ Barbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/04521201ezbarbellreversegrippreachercurlforearmsview.mp4
45312,EZ Barbell Seated Triceps Extension,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/04531201ezbarbellseatedtricepsextensionupperarmsview.mp4
45712,Flexion Leg Sit-up (straight arm),Strength,Waist,Body weight,Male,Rectus Abdominis,"Iliopsoas, Obliques, Quadriceps",https://gymvisual.com/modules/productmedia/uploads/1aaa5ddea5ae5b61da9b228757b8c7b8.mp4
45912,Flutter Kicks,Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings,https://gymvisual.com/modules/productmedia/uploads/04591201flutterkickshipsview.mp4
46112,Frog Squat (female),Strength,Hips,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/04611201frogsquatfemalehipsview.mp4
46212,Front and Back Neck Stretch,Stretching,Neck,Body weight,Male,Sternocleidomastoid,,https://gymvisual.com/modules/productmedia/uploads/04621201frontandbackneckstretchneckview.mp4
46312,Front Plank (male),Strength,Waist,Body weight,Male,Rectus Abdominis,"Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Obliques, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/57299dc9c39d82366b05baaf8fcaed0d.mp4
46412,Front Plank with Twist,Strength,"Shoulders, Waist",Body weight,Male,"Obliques, Rectus Abdominis","Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Serratus Anterior, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/7b3c7e84ec69d6ebaa5d4a3e4badae50.mp4
46512,Front Plank (female),Strength,Waist,Body weight,Female,Rectus Abdominis,"Obliques, Quadriceps, Serratus Anterior, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/04651201frontplankfemalewaistview.mp4
46812,Riding Outdoor Bicycle (female),Strength,Plyometrics,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/04681201preview.mp4
46912,Groin Crunch,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/565fbb83f6600e0309e22b52e539f1ea.mp4
47112,Handstand Push-up,Strength,Shoulders,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Deltoid Lateral, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Teres Major",https://gymvisual.com/modules/productmedia/uploads/04711201handstandpushupshouldersview.mp4
47312,Hanging Pike,Strength,Waist,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/04731201hangingpikewaistview.mp4
47412,Hanging Straight Leg Hip Raise,Strength,Waist,Body weight,Male,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Quadriceps, Sartorius",https://gymvisual.com/modules/productmedia/uploads/fb586bf2a90b4265cf72b6b41f5765c8.mp4
47512,Hanging Straight Leg Raise,Strength,Hips,Body weight,Male,Iliopsoas,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/ca0eecee728ac88f563f5f89505618d9.mp4
47712,High Knee Skips (female),Aerobic,Cardio,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/a50b1757fb40571056b281b1dde8ab95.mp4
47812,High Knee Squat (female),Aerobic,Plyometrics,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/04781205highkneesquatfemalecardiofixview.mp4
48312,Hip Extension Stretch,Stretching,Hips,Body weight,Female,Gluteus Maximus,Hamstrings,https://gymvisual.com/modules/productmedia/uploads/04831205hipextensionstretchhipsfixview.mp4
48412,Hip Raise (bent knee),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/eb02b8fdb15c5a0954843b77148528f4.mp4
48612,Hip Raise Bridge,Strength,Waist,Body weight,Female,Rectus Abdominis,"Deltoid Anterior, Gluteus Maximus, Hamstrings, Obliques",
48912,Hyperextension,Strength,Waist,Body weight,Male,Erector Spinae,"Gluteus Maximus, Hamstrings",https://gymvisual.com/modules/productmedia/uploads/3413fd0086a0b76ab96fbb9ed9691a90.mp4
49112,Incline Leg Hip Raise (leg straight),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/2bf05ced4b0e9c76ef25cdda0a6c5b50.mp4
49312,Incline Push-up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/e068308a282230f211d37150f867526c.mp4
49512,Incline Twisting Sit-up,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques","Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Rectus Abdominis, Sartorius",https://gymvisual.com/modules/productmedia/uploads/04951201inclinetwistingsitupwaistview.mp4
49812,Inverted Row with Straps,Strength,Back,Suspension,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://gymvisual.com/modules/productmedia/uploads/9db8eed4ab6ce6fa98af2e7b6634e8ec.mp4
49912,Inverted Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/3740babbc715efb8e4b05c9fd158f9ea.mp4
50012,Isometric Wipers,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/05001201isometricwiperschestview.mp4
50212,Jack knife Floor,Strength,Waist,Body weight,Female,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/05021201jackknife%20floorwaistfixview.mp4
50512,Jack Split Crunches,Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Gluteus Maximus, Obliques, Pectineous, Quadriceps, Sartorius",https://gymvisual.com/modules/productmedia/uploads/05051201jacksplitcruncheswaistfixview.mp4
50912,Jump Box (female),Aerobic,Plyometrics,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/05091201jumpboxfemaleplyometricsview.mp4
51112,Jump Rope (female),Aerobic,Cardio,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/4359db2f172b510339c269dab4c2d4d2.mp4
51212,Jump Split (female),Aerobic,Plyometrics,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/05121201jumpsplitfemaleplyometricsview.mp4
51312,Jump Squat (VERSION 2),Aerobic,Plyometrics,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/135c7ec8796410cbfb731c4151c2aa0d.mp4
51412,Jump Squat,Aerobic,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/85fdbdb9c7750b1d7b3d01045c55c384.mp4
51512,Jump Step-Up (female),Aerobic,Cardio,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/decd78a4b891d1642698f8a4a58b2212.mp4
51612,Jumping Jack (female),Aerobic,Cardio,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/025bca5291f6105369696a0eb4092cee.mp4
51712,Kettlebell Advanced Windmill,Strength,Waist,Kettlebell,Male,"Iliopsoas, Obliques",,https://gymvisual.com/modules/productmedia/uploads/05171201kettlebelladvancedwindmillwaistview.mp4
51912,Kettlebell Alternating Press on Floor,Strength,Chest,Kettlebell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/05191201kettlebellalternatingpressonfloorchestview.mp4
52012,Kettlebell Alternating Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/05201201kettlebellalternatingpressshouldersview.mp4
52112,Kettlebell Alternating Renegade Row,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/05211201kettlebellalternatingrenegaderowbackview.mp4
52212,Kettlebell Alternating Row,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Transverse Abdominus, Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/05221201kettlebellalternatingrowbackview.mp4
52312,Kettlebell Arnold Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/5f7ce1dbda0254b4f077f4fee0f12f76.mp4
52412,Kettlebell Bent Press,Strength,Waist,Kettlebell,Male,,,https://gymvisual.com/modules/productmedia/uploads/05241201preview.mp4
52612,Kettlebell Double Alternating Hang Clean,Strength,Shoulders,Kettlebell,Male,"Brachialis, Brachioradialis","Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://gymvisual.com/modules/productmedia/uploads/05261201kettlebelldoublealternatinghangcleanshouldersview.mp4
52712,Kettlebell Double Jerk,Strength,Shoulders,Kettlebell,Male,,,https://gymvisual.com/modules/productmedia/uploads/05271201kettlebelldoublejerkshouldersview.mp4
52812,Kettlebell Double Push Press,Strength,Shoulders,Kettlebell,Male,,,https://gymvisual.com/modules/productmedia/uploads/05281201kettlebelldoublepushpressshouldersview.mp4
52912,Kettlebell Double Snatch,Strength,Shoulders,Kettlebell,Male,,,https://gymvisual.com/modules/productmedia/uploads/05291201kettlebelldoublesnatchshouldersview.mp4
53212,Kettlebell Figure 8,Strength,Waist,Kettlebell,Male,,,https://gymvisual.com/modules/productmedia/uploads/05321201preview.mp4
53312,Kettlebell Front Squat,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/05331201kettlebellfrontsquatthighsview.mp4
53412,Kettlebell Goblet Squat,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/61b708a5626e4b2719168a3bdd96396b.mp4
53512,Kettlebell Hang Clean,Strength,Thighs,Kettlebell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,https://gymvisual.com/modules/productmedia/uploads/7864d5d60179c20368e98c093b097dae.mp4
53612,Kettlebell Lunge Pass Through,Strength,"Thighs, Waist",Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Obliques, Soleus",https://gymvisual.com/modules/productmedia/uploads/0c7a473ba23c2e01f88dc224b6feffed.mp4
53712,Kettlebell One Arm Clean and Jerk,Strength,Weightlifting,Kettlebell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/59bb48a81cc57f6d7aa3b260635b121f.mp4
53812,Kettlebell One Arm Jerk,Strength,Shoulders,Kettlebell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/761254a9149e09a2c574d29ba455c2b2.mp4
53912,Kettlebell One Arm Military Press To Side,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/01051022ce8e708edb40ae74b599f4eb.mp4
54112,Kettlebell One Arm Row,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Transverse Abdominus, Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers ","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/f7622d559dfaff0969016f4a0c6ac759.mp4
54212,Kettlebell One Arm Snatch,Strength,Shoulders,Kettlebell,Male,"Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/05421201kettlebellonearmsnatchshouldersview.mp4
54412,Kettlebell Pistol Squat,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/a7b9cbec71590e31b246e8b1487a6bce.mp4
54612,Kettlebell Seated Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/05461201kettlebellseatedpressshouldersview.mp4
54712,Kettlebell Seesaw Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,"Deltoid Lateral, Obliques, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/bcf136afc7ba174f7989dccc38224a11.mp4
54812,Kettlebell Sumo High Pull,Strength,Back,Kettlebell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Gluteus Medius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,https://gymvisual.com/modules/productmedia/uploads/05481201kettlebellsumohighpullbackview.mp4
54912,Kettlebell Swing,Strength,Hips,Kettlebell,Male,"Deltoid Anterior, Gluteus Maximus, Hamstrings","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",https://gymvisual.com/modules/productmedia/uploads/f7cbe1c0ef377a9956ac5d8f716a0949.mp4
55012,Kettlebell Thruster,Strength,Shoulders,Kettlebell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/05501201kettlebellthrustershouldersview.mp4
55112,Kettlebell Turkish Get-Up (Squat style),Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Gluteus Medius, Obliques",,https://gymvisual.com/modules/productmedia/uploads/1590711b0e4cc7c6c86f6e335258af75.mp4
55212,Kettlebell Two Arm Clean,Strength,Shoulders,Kettlebell,Male,,,https://gymvisual.com/modules/productmedia/uploads/05521201kettlebelltwoarmcleanshouldersview.mp4
55312,Kettlebell Two Arm Military Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/05531201kettlebelltwoarmmilitarypressshouldersview.mp4
55412,Kettlebell Windmill,Strength,Waist,Kettlebell,Male,"Iliopsoas, Obliques",Tensor Fasciae Latae,https://gymvisual.com/modules/productmedia/uploads/42411cd158d703ece2cdc3e57fa3e5bc.mp4
55612,Kicks Leg Bent (version 2),Strength,Hips,Body weight,Female,Gluteus Maximus,"Hamstrings, Rectus Abdominis",https://gymvisual.com/modules/productmedia/uploads/05561201kickslegbentversion2hipsfixview.mp4
